ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,Svajda Z.,Purcell M.,233,78,259,778,4,6,7,6,7,5,NA,NA,NA,NA,2,1,Completed,2,1.8,1.98,1.91,2.04,1.91,1.96,1.83
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Vukic A.,70,62,830,855,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.12,1.51,3.12,1.4,2.88
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Anderson K.,71,652,827,45,6,4,6,7,6,1,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.51,2.64,1.6,2.68,1.52,2.5
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,2nd Round,3,Shang J.,Shelton B.,149,43,420,1065,6,2,3,6,6,3,NA,NA,NA,NA,2,1,Completed,2.2,1.67,2.47,1.61,2.47,1.73,2.25,1.64
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,2nd Round,3,Dimitrov G.,Mcdonald M.,20,60,1600,870,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.6,2.5,1.62,2.63,1.54,2.45
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,2nd Round,3,Mmoh M.,Hurkacz H.,112,17,564,2195,6,3,6,7,7,6,NA,NA,NA,NA,2,1,Completed,4.5,1.2,4.43,1.25,4.5,1.29,4.21,1.22
47,Washington,Citi Open,8/1/2023,ATP500,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Nishioka Y.,55,31,901,1315,6,7,6,4,6,2,NA,NA,NA,NA,2,1,Completed,1.44,2.75,1.5,2.8,1.53,2.88,1.46,2.68
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Karatsev A.,10,75,3085,798,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.3,3.5,1.29,3.98,1.33,3.98,1.29,3.53
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Shevchenko A.,Korda S.,93,26,632,1365,5,7,7,6,6,4,NA,NA,NA,NA,2,1,Completed,4.5,1.2,4.47,1.25,4.5,1.32,4.05,1.23
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Wolf J.J.,Albot R.,45,97,1025,615,6,1,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.3,3.5,1.31,3.71,1.32,3.78,1.29,3.54
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Humbert U.,Kokkinakis T.,36,86,1159,696,7,6,1,6,6,4,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.64,2.42,1.64,2.5,1.56,2.4
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Eubanks C.,Shimabukuro S.,29,161,1333,367,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.3,3.5,1.24,4.64,1.3,4.64,1.27,3.78
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Thompson J.,Mannarino A.,71,27,827,1345,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.98,1.93,1.98,2.05,1.88,1.92
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Evans D.,Barrere G.,30,59,1321,884,2,6,6,0,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.88,2.02,1.95,2.05,1.84,1.95
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Watanuki Y.,Auger-Aliassime F.,99,12,608,2770,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,2.38,1.57,2.57,1.57,2.57,1.6,2.42,1.55
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Murray A.,Nakashima B.,44,70,1030,830,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,2.1,1.73,2.11,1.82,2.12,1.89,2.04,1.77
47,Washington,Citi Open,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,Griekspoor T.,Broady L.,37,125,1149,504,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.65,2.38,1.65,2.4,1.61,2.29
47,Washington,Citi Open,8/3/2023,ATP500,Outdoor,Hard,2nd Round,3,Monfils G.,Bublik A.,323,25,162,1384,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,2.3,1.62,2.31,1.69,2.35,1.69,2.24,1.64
47,Washington,Citi Open,8/3/2023,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,Svajda Z.,9,233,3515,259,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.08,8,1.09,9.94,1.09,9.94,1.07,8.09
47,Washington,Citi Open,8/3/2023,ATP500,Outdoor,Hard,3rd Round,3,Dimitrov G.,Ruusuvuori E.,20,55,1600,901,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.44,3.04,1.44,3.22,1.4,2.94
47,Washington,Citi Open,8/3/2023,ATP500,Outdoor,Hard,3rd Round,3,Wolf J.J.,Mmoh M.,45,112,1025,564,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.33,3.4,1.35,3.51,1.37,3.51,1.33,3.3
47,Washington,Citi Open,8/3/2023,ATP500,Outdoor,Hard,3rd Round,3,Humbert U.,Watanuki Y.,36,99,1159,608,6,0,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.5,2.81,1.5,2.83,1.46,2.72
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,3rd Round,3,Thompson J.,Eubanks C.,71,29,827,1333,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.03,1.91,2.1,1.82,2
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,3rd Round,3,Griekspoor T.,Monfils G.,37,323,1149,162,6,4,1,6,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.78,2.16,1.83,2.16,1.76,2.06
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,3rd Round,3,Fritz T.,Murray A.,9,44,3515,1030,6,7,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.36,3.2,1.38,3.36,1.4,3.4,1.34,3.23
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,3rd Round,3,Evans D.,Shevchenko A.,30,93,1321,632,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.59,2.52,1.61,2.52,1.56,2.39
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,3rd Round,3,Tiafoe F.,Shang J.,10,149,3085,420,6,2,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.25,4.41,1.26,4.75,1.22,4.1
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Humbert U.,20,36,1600,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walkover,1.44,2.75,1.51,2.78,1.51,2.8,1.46,2.69
47,Washington,Citi Open,8/4/2023,ATP500,Outdoor,Hard,Quarterfinals,3,Griekspoor T.,Wolf J.J.,37,45,1149,1025,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,2.2,1.67,2.22,1.72,2.22,1.77,2.13,1.7
47,Washington,Citi Open,8/5/2023,ATP500,Outdoor,Hard,Quarterfinals,3,Fritz T.,Thompson J.,9,71,3515,827,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.51,2.75,1.52,2.88,1.46,2.69
47,Washington,Citi Open,8/5/2023,ATP500,Outdoor,Hard,Quarterfinals,3,Evans D.,Tiafoe F.,30,10,1321,3085,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,3.75,1.29,4.08,1.27,4.08,1.29,3.73,1.27
47,Washington,Citi Open,8/6/2023,ATP500,Outdoor,Hard,Semifinals,3,Griekspoor T.,Fritz T.,37,9,1149,3515,3,6,6,3,6,2,NA,NA,NA,NA,2,1,Completed,3.5,1.3,3.8,1.31,3.8,1.33,3.51,1.3
47,Washington,Citi Open,8/6/2023,ATP500,Outdoor,Hard,Semifinals,3,Evans D.,Dimitrov G.,30,20,1321,1600,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,3.2,1.36,3.41,1.37,3.49,1.39,3.18,1.35
47,Washington,Citi Open,8/6/2023,ATP500,Outdoor,Hard,The Final,3,Evans D.,Griekspoor T.,30,37,1321,1149,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,2,1.8,2.17,1.78,2.21,1.83,2.08,1.75
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,Galarneau A.,22,192,1565,318,6,2,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.25,4,1.31,3.74,1.33,4.01,1.28,3.62
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,Nishioka Y.,19,45,1950,1015,6,4,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.59,2.5,1.62,2.58,1.56,2.4
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Nakashima B.,36,74,1163,805,7,5,3,6,7,6,NA,NA,NA,NA,2,1,Completed,2,1.8,2.18,1.75,2.18,1.83,2.04,1.77
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Wolf J.J.,37,43,1140,1025,6,0,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,2.1,1.73,2.23,1.72,2.23,1.8,2.09,1.73
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,Barrere G.,38,58,1112,884,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.3,3.5,1.37,3.37,1.39,3.75,1.33,3.31
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,Bublik A.,17,28,2195,1384,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.49,2.79,1.55,2.95,1.45,2.71
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Zhang Zh.,86,63,696,851,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.51,2.72,1.52,2.88,1.45,2.71
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Eubanks C.,276,29,207,1358,7,6,6,7,6,1,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.78,2.15,1.8,2.24,1.73,2.1
48,Toronto,Canadian Open,8/7/2023,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Mannarino A.,115,30,564,1336,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,2.3,1.62,2.19,1.75,2.4,1.75,2.23,1.65
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Raonic M.,Tiafoe F.,545,10,65,3085,6,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,3.2,1.36,3.3,1.37,3.36,1.44,3.09,1.36
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Garin C.,44,101,1020,606,7,6,4,6,6,4,NA,NA,NA,NA,2,1,Completed,2.1,1.73,2.08,1.83,2.16,1.84,2.02,1.79
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Schwartzman D.,14,98,2345,615,6,3,3,6,6,4,NA,NA,NA,NA,2,1,Completed,1.3,3.5,1.35,3.49,1.35,3.6,1.32,3.34
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Arnaldi M.,Pospisil V.,66,165,840,361,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.36,3.2,1.34,3.5,1.47,3.5,1.37,3.05
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Ruusuvuori E.,70,54,830,901,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,2.38,1.57,2.53,1.58,2.65,1.6,2.42,1.55
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Etcheverry T.,32,31,1275,1305,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.44,2.97,1.46,3.5,1.39,2.97
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Sonego L.,40,39,1075,1105,7,6,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.62,2.43,1.62,2.63,1.55,2.42
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Jarry N.,34,27,1233,1384,4,6,6,3,6,4,NA,NA,NA,NA,2,1,Completed,2,1.8,2.05,1.85,2.46,1.85,2.03,1.77
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Karatsev A.,59,71,870,818,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.06,1.84,2.15,1.77,2.04
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Zverev A.,Griekspoor T.,16,26,2265,1439,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.3,3.5,1.36,3.38,1.37,3.85,1.31,3.45
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Coric B.,62,15,855,2315,6,2,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,2.75,1.44,2.69,1.52,2.75,1.52,2.63,1.48
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,Norrie C.,18,13,2085,2505,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.79,2.13,1.84,2.17,1.76,2.05
48,Toronto,Canadian Open,8/8/2023,Masters 1000,Outdoor,Hard,1st Round,3,Diallo G.,Evans D.,141,21,443,1731,7,6,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,3,1.4,3.07,1.42,3.23,1.42,2.94,1.39
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,1st Round,3,Purcell M.,Auger-Aliassime F.,78,12,753,2680,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,3.4,1.33,3.17,1.4,3.4,1.4,3.13,1.36
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,1st Round,3,Shelton B.,Zapata Miralles B.,41,64,1065,846,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.39,3.22,1.41,3.75,1.32,3.32
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Lehecka J.,5,36,4985,1163,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.51,2.78,1.55,2.78,1.49,2.6
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Rublev A.,59,7,870,4595,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,4,1.25,4.53,1.24,4.53,1.29,3.99,1.24
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Humbert U.,9,34,3605,1233,7,6,3,6,6,3,NA,NA,NA,NA,2,1,Completed,1.3,3.5,1.35,3.55,1.37,3.55,1.32,3.34
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Daniel T.,545,115,65,564,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.6,2.51,1.65,2.51,1.58,2.36
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kecmanovic M.,17,44,2195,1020,5,7,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.33,3.4,1.37,3.4,1.37,3.5,1.33,3.28
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Kokkinakis T.,19,86,1950,696,4,6,7,5,6,4,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.67,2.36,1.74,2.36,1.68,2.18
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Arnaldi M.,3,66,6360,840,6,2,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.13,6,1.1,9.26,1.13,9.26,1.1,6.97
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Tsitsipas S.,276,4,207,5090,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,3.75,1.29,4.15,1.28,4.18,1.31,3.8,1.26
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Diallo G.,18,141,2085,443,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.22,4.84,1.24,5.05,1.21,4.4
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Zverev A.,37,16,1140,2265,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,3.75,1.29,3.75,1.32,4,1.32,3.55,1.29
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Purcell M.,40,78,1075,753,7,6,3,6,7,5,NA,NA,NA,NA,2,1,Completed,1.3,3.5,1.32,3.76,1.32,3.8,1.29,3.54
48,Toronto,Canadian Open,8/9/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Berrettini M.,8,38,3815,1112,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.43,3.07,1.5,3.07,1.45,2.73
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Shelton B.,1,41,9225,1065,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.07,9,1.08,10.7,1.09,10.7,1.07,8.7
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Cerundolo F.,14,22,2345,1565,7,6,6,7,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.51,2.75,1.53,2.77,1.49,2.62
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Vukic A.,Korda S.,62,32,855,1275,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,3.2,1.36,3.03,1.44,3.2,1.45,2.94,1.4
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,Rune H.,70,6,830,4825,6,2,4,6,6,3,NA,NA,NA,NA,2,1,Completed,3.5,1.3,3.14,1.42,3.5,1.42,3.08,1.37
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Ruud C.,37,5,1140,4985,7,6,4,6,7,6,NA,NA,NA,NA,2,1,Completed,2.1,1.73,2.1,1.83,2.25,1.83,2.05,1.77
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Mcdonald M.,Raonic M.,59,545,870,65,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.91,1.91,1.9,2.01,2,2.03,1.87,1.93
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Musetti L.,3,19,6360,1950,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.17,5,1.21,5.01,1.24,5.01,1.2,4.49
48,Toronto,Canadian Open,8/10/2023,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Fritz T.,18,9,2085,3605,7,6,4,6,6,1,NA,NA,NA,NA,2,1,Completed,2.1,1.73,2.15,1.79,2.2,1.79,2.11,1.72
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Vukic A.,276,62,207,855,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.61,2.47,1.63,2.47,1.59,2.34
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Hurkacz H.,1,17,9225,2195,3,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.22,4.87,1.22,5,1.19,4.59
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Giron M.,14,70,2345,830,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.54,2.67,1.55,2.67,1.51,2.53
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Murray A.,8,40,3815,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walkover,1.2,4.5,1.23,4.84,1.25,4.84,1.21,4.33
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,Quarterfinals,3,Davidovich Fokina A.,Mcdonald M.,37,59,1140,870,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.34,1.7,2.34,1.64,2.24
48,Toronto,Canadian Open,8/11/2023,Masters 1000,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Medvedev D.,18,3,2085,6360,7,6,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,3.5,1.3,3.56,1.34,3.56,1.38,3.37,1.32
48,Toronto,Canadian Open,8/12/2023,Masters 1000,Outdoor,Hard,Quarterfinals,3,Paul T.,Alcaraz C.,14,1,2345,9225,6,3,4,6,6,3,NA,NA,NA,NA,2,1,Completed,5,1.17,5.28,1.2,5.28,1.22,4.61,1.2
48,Toronto,Canadian Open,8/12/2023,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Monfils G.,8,276,3815,207,6,4,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.22,4.33,1.25,4.41,1.26,4.41,1.23,4.07
48,Toronto,Canadian Open,8/12/2023,Masters 1000,Outdoor,Hard,Semifinals,3,De Minaur A.,Davidovich Fokina A.,18,37,2085,1140,6,1,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.27,1.8,2.27,1.71,2.13
48,Toronto,Canadian Open,8/13/2023,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Paul T.,8,14,3815,2345,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.17,1.43,3.17,1.39,2.97
48,Toronto,Canadian Open,8/13/2023,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,De Minaur A.,8,18,3815,2085,6,4,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.39,3.27,1.46,3.27,1.4,2.95
49,Cincinnati,Western & Southern Financial Group Masters,8/13/2023,Masters 1000,Outdoor,Hard,1st Round,3,Shelton B.,Eubanks C.,40,29,1060,1348,5,7,6,4,6,4,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.09,1.82,2.32,1.76,2.06
49,Cincinnati,Western & Southern Financial Group Masters,8/13/2023,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Gasquet R.,32,53,1276,915,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.67,2.32,1.67,2.47,1.61,2.3
49,Cincinnati,Western & Southern Financial Group Masters,8/13/2023,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Barrere G.,45,57,980,874,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.76,2.17,1.8,2.25,1.71,2.14
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Griekspoor T.,10,25,3050,1439,6,4,6,7,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.55,2.61,1.62,2.65,1.53,2.49
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Berrettini M.,14,38,2510,1147,4,6,6,2,6,3,NA,NA,NA,NA,2,1,Completed,2.75,1.44,2.79,1.49,2.79,1.56,2.61,1.49
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Jarry N.,Safiullin R.,26,63,1394,847,4,6,6,3,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.82,2.09,1.83,2.2,1.75,2.07
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Moutet C.,60,77,866,766,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.47,2.85,1.49,3.02,1.43,2.82
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Cerundolo F.,66,21,839,1600,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,2.75,1.44,2.59,1.56,2.78,1.58,2.55,1.51
49,Cincinnati,Western & Southern Financial Group Masters,8/14/2023,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Isner J.,55,106,897,580,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.27,1.74,2.32,1.66,2.22
49,Cincinnati,Western & Southern Financial Group Masters,8/15/2023,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,33,46,1258,976,6,4,3,6,6,2,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.72,2.23,1.74,2.37,1.66,2.22
49,Cincinnati,Western & Southern Financial Group Masters,8/15/2023,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Kecmanovic M.,13,41,2525,1055,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.47,2.87,1.53,3.08,1.45,2.73
49,Cincinnati,Western & Southern Financial Group Masters,8/15/2023,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Lehecka J.,9,35,3605,1198,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.33,3.4,1.35,3.48,1.4,3.5,1.34,3.25
49,Cincinnati,Western & Southern Financial Group Masters,8/15/2023,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Altmaier D.,58,52,869,920,6,7,6,4,6,4,NA,NA,NA,NA,2,1,Completed,1.91,1.91,NA,NA,2.2,1.91,2.06,1.78
